title,price,location,Tình trạng,Năm sản xuất,Xuất xứ,Động cơ,Kiểu dáng,Hộp số,Số Km đã đi,Dẫn động,Màu ngoại thất,Màu nội thất,Số cửa,Số chỗ ngồi
Xe Mazda 3 2.0L Sport Signature Premium	2020,539 Triệu,"Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2020,Trong nước,Xăng 2.0 L,Hatchback,Số tự động,"68,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Hyundai i10 1.2 AT	2023,369 Triệu,"Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Xăng 1.2 L,Hatchback,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Fortuner 2.7V 4x2 AT	2019,718 Triệu,"Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2019,Nhập khẩu,Xăng 2.7 L,SUV,Số tự động,"85,000 Km",RFD - Dẫn động cầu sau,Bạc,Nâu,5 cửa,7 chỗ
Xe Hyundai SantaFe	2009,350 Triệu,Thanh hà Hải Dương,Xe đã dùng,2009,Nhập khẩu,Dầu,SUV,Số tự động,"156,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,0 cửa,7 chỗ
Xe Toyota Alphard Luxury Executive Lounge	2019,3 Tỷ 50 Triệu,517 Kim Mã - Ba Đình Hà Nội,Xe đã dùng,2019,Nhập khẩu,Xăng 3.5 L,Van/Minivan,Số tự động,"66,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,7 chỗ
Xe Toyota Land Cruiser 3.5 V6	2024,5 Tỷ 499 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,"20,000 Km",AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,7 chỗ
Xe Lexus LM 500h	2025,9 Tỷ 290 Triệu,517 Kim Mã - Ba Đình Hà Nội,Xe đã dùng,2025,Nhập khẩu,Hybrid 2.4 L,Van/Minivan,Số tự động,"2,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,6 chỗ
Xe Kia Carnival Signature 2.2D	2025,1 Tỷ 595 Triệu,517 Kim Mã - Ba Đình Hà Nội,Xe đã dùng,2025,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"24,000 Km",FWD - Dẫn động cầu trước,Đen,Nâu,5 cửa,7 chỗ
Xe Lexus ES 250	2022,2 Tỷ 190 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 2.5 L,Sedan,Số tự động,"29,500 Km",FWD - Dẫn động cầu trước,Xanh,Nâu,4 cửa,5 chỗ
Xe Volkswagen Viloran Luxury	2024,2 Tỷ 190 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 2.0 L,Van/Minivan,Số tự động,"12,000 Km",FWD - Dẫn động cầu trước,Vàng,Kem,5 cửa,7 chỗ
Xe VinFast VF8 Eco AWD	2022,548 Triệu,"Số 207 Quán Gánh, Văn Giáp, Thường Tín Hà Nội",Xe đã dùng,2022,Trong nước,Điện,SUV,Số tự động,"64,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,5 chỗ
Xe Lexus ES 350	2015,1 Tỷ 50 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2015,Nhập khẩu,Xăng 3.5 L,Sedan,Số tự động,"73,000 Km",FWD - Dẫn động cầu trước,Đen,Kem,4 cửa,5 chỗ
Xe Lexus LM 500h	2025,9 Tỷ 290 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2025,Nhập khẩu,Hybrid 2.4 L,Van/Minivan,Số tự động,"2,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,6 chỗ
Xe Toyota Camry 2.4G	2007,275 Triệu,Việt Hưng - Long Biên Hà Nội,Xe đã dùng,2007,Trong nước,Xăng 2.4 L,Sedan,Số tự động,"19,500 Km",FWD - Dẫn động cầu trước,Đen,Kem,4 cửa,5 chỗ
Xe Porsche Macan 2.0	2017,1 Tỷ 690 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2017,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"68,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đỏ,5 cửa,5 chỗ
Xe Toyota Camry LE 2.5	2011,520 Triệu,Bến xe cũ thành phố Điện Biên Phủ Điện Biên,Xe đã dùng,2011,Nhập khẩu,Xăng 2.5 L,Sedan,Số tự động,"90,000 Km",FWD - Dẫn động cầu trước,Đen,Nhiều màu,4 cửa,5 chỗ
Xe Mercedes Benz C class C300 AMG	2019,998 Triệu,"192-194-196 Đường số 30, Bình Trị Đông B, Bình Tân TP HCM",Xe đã dùng,2019,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"55,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,4 cửa,5 chỗ
Xe Ford Ranger Stormtrak 2.0L 4x4 AT	2025,994 Triệu,"39 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú TP HCM",Xe mới,2025,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,-,4WD - Dẫn động 4 bánh,Xám,Đen,4 cửa,5 chỗ
Xe Mazda CX 30 Luxury 2.0 AT	2022,600 Triệu,240 Phạm Văn Đồng Hà Nội,Xe đã dùng,2022,Nhập khẩu,Xăng 2.0 L,Crossover,Số tự động,"20,000 Km",FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Lexus RX 350	2016,2 Tỷ 50 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2016,Nhập khẩu,Xăng 3.5 L,SUV,Số tự động,"92,000 Km",AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,5 chỗ
Xe Kia Carnival Signature 2.2D	2025,1 Tỷ 595 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2025,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"20,000 Km",FWD - Dẫn động cầu trước,Đen,Nâu,5 cửa,7 chỗ
Xe Mini Cooper S 3 Door	2022,1 Tỷ 589 Triệu,"368 Võ Chí Công, Tây Hồ Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 2.0 L,Hatchback,Số tự động,"29,500 Km",FWD - Dẫn động cầu trước,Xanh,Kem,3 cửa,4 chỗ
Xe Chevrolet Matiz groove	2009,130 Triệu,"56 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2009,Nhập khẩu,Xăng,Hatchback,Số tự động,-,FWD - Dẫn động cầu trước,Xanh,Ghi,0 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8G	2022,678 Triệu,"Số 7-9 đường Nguyễn Văn Linh, Phường Việt Hưng Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,"29,000 Km",FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Toyota Fortuner 2.4L 4x2 AT	2025,1 Tỷ 80 Triệu,"385 Hữu Hưng, P. Dương Nội, Hà Đông Hà Nội",Xe đã dùng,2025,Trong nước,Dầu 2.4 L,SUV,Số tự động,"8,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Mercedes Benz C class C180	2020,798 Triệu,"192-194-196 Đường số 30, Bình Trị Đông B, Bình Tân TP HCM",Xe đã dùng,2020,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"44,000 Km",RFD - Dẫn động cầu sau,Xanh,Đen,4 cửa,5 chỗ
Xe Mercedes Benz C class C200	2018,668 Triệu,"55A Tố Hữu, Nam Từ Liêm Hà Nội",Xe đã dùng,2018,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"112,000 Km",RFD - Dẫn động cầu sau,Xanh,Đen,4 cửa,5 chỗ
Xe Mercedes Benz E class E200 Exclusive	2021,1 Tỷ 499 Triệu,"Số 3 - 5 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"38,000 Km",RFD - Dẫn động cầu sau,Đỏ,Đen,4 cửa,5 chỗ
Xe Hyundai SantaFe 2.2L	2021,799 Triệu,"79 Nguyễn Chánh, Trung Hoà, Cầu Giấy Hà Nội",Xe đã dùng,2021,Trong nước,Dầu 2.2 L,SUV,Số tự động,"75,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,7 chỗ
Xe BMW X3 xDrive20i M Sport	2022,1 Tỷ 698 Triệu,Tp. Hcm TP HCM,Xe đã dùng,2022,Trong nước,Xăng 2.0 L,SUV,Số tự động,"13,999 Km",RFD - Dẫn động cầu sau,Trắng,Đỏ,5 cửa,5 chỗ
Xe MG 5 1.5 MT	2025,310 Triệu,"46 Láng Hạ, Đống Đa Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,Sedan,Số tay,-,FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Mazda CX5 2.0 AT	2018,555 Triệu,Số 8 châu văn liêm Hà Nội,Xe đã dùng,2018,Trong nước,Xăng 2.0 L,SUV,Số tự động,"740,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe BMW 3 Series 320i	2016,579 Triệu,"27 Đường số 17 Khu B, KĐT An Phú An Khánh, phường An Phú Quận 2, TP Thủ Đức, Thủ Đức TP HCM",Xe đã dùng,2016,Nhập khẩu,Xăng 2.0 L,Sedan,Số tự động,"80,000 Km",RFD - Dẫn động cầu sau,Đen,Kem,4 cửa,5 chỗ
Xe BMW X6 xDrive50i	2008,318 Triệu,"27 Đường số 17 Khu B, KĐT An Phú An Khánh, phường An Phú Quận 2, TP Thủ Đức, Thủ Đức TP HCM",Xe đã dùng,2008,Nhập khẩu,Xăng 4.4 L,SUV,Số tự động,"80,000 Km",AWD - 4 bánh toàn thời gian,Vàng,Vàng,5 cửa,5 chỗ
Xe Nissan X trail V Series 2.5 SV Luxury 4WD	2019,599 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2019,Trong nước,Xăng 2.5 L,SUV,Số tự động,"50,000 Km",4WD - Dẫn động 4 bánh,Trắng,Đen,5 cửa,7 chỗ
Xe Honda CRV 2.4 AT	2015,468 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2015,Trong nước,Xăng 2.4 L,SUV,Số tự động,"130,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe Mercedes Benz E class E200	2014,475 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2014,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"60,000 Km",RFD - Dẫn động cầu sau,Đen,Kem,4 cửa,5 chỗ
Xe Toyota Raize G 1.0 CVT	2023,479 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2023,Nhập khẩu,Xăng 1.0 L,SUV,Số tự động,"18,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Mazda CX5 Premium Exclusive 2.0 AT	2024,839 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2024,Trong nước,Xăng 2.0 L,SUV,Số tự động,"18,000 Km",FWD - Dẫn động cầu trước,Xanh,Nâu,5 cửa,5 chỗ
Xe Mazda CX8 Premium 2.5 AT	2025,1 Tỷ 15 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2025,Trong nước,Xăng 2.5 L,SUV,Số tự động,"8,000 Km",FWD - Dẫn động cầu trước,Vàng,Đỏ,5 cửa,7 chỗ
Xe Toyota Camry 2.5Q	2017,630 Triệu,15 Nguyễn Văn Cừ - Long Biên Hà Nội,Xe đã dùng,2017,Trong nước,Xăng 2.5 L,Sedan,Số tự động,"130,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Subaru Forester 2.0i-L EyeSight	2023,815 Triệu,"Số 1 Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy Hà Nội",Xe đã dùng,2023,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"26,000 Km",AWD - 4 bánh toàn thời gian,Xanh,Đen,5 cửa,5 chỗ
Xe Toyota Veloz Cross Top 1.5 CVT	2025,564 Triệu,315 Trường Chinh - Thanh Xuân Hà Nội,Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,7 chỗ
Xe Kia Sedona 2.2L DAT	2017,585 Triệu,"392-394 Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu Đà Nẵng",Xe đã dùng,2017,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"150,000 Km",FWD - Dẫn động cầu trước,-,-,5 cửa,7 chỗ
Xe Ford Territory Trend 1.5 AT	2022,760 Triệu,"Số 523 Nguyễn Văn Linh, Quận Lê Chân Hải Phòng",Xe đã dùng,2022,Trong nước,Xăng 1.5 L,SUV,Số tự động,"48,000 Km",FWD - Dẫn động cầu trước,Trắng,Xám,5 cửa,5 chỗ
Xe Honda BR V L	2025,630 Triệu,"Km9a+800 Đại Lộ Thăng Long, An Khánh, Hoài Đức Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Honda CRV L	2025,999 Triệu,"Km9a+800 Đại Lộ Thăng Long, An Khánh, Hoài Đức Hà Nội",Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Honda HRV G	2025,624 Triệu,"Km9a+800 Đại Lộ Thăng Long, An Khánh, Hoài Đức Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,Crossover,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Honda City RS 1.5 AT	2025,504 Triệu,"Km9a+800 Đại Lộ Thăng Long, An Khánh, Hoài Đức Hà Nội",Xe mới,2025,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe Toyota Yaris Cross 1.5 D-CVT	2025,590 Triệu,315 Trường Chinh - Thanh xuân Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Hyundai i10 1.2 AT	2023,369 Triệu,6 Vũ Đức Thận - Long Biên Hà Nội,Xe đã dùng,2023,Trong nước,Xăng 1.2 L,Hatchback,Số tự động,"50,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Porsche Macan 2.0	2022,3 Tỷ 179 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"21,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,5 chỗ
Xe Mercedes Benz C class C43 AMG 4Matic	2023,2 Tỷ 79 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"10,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,4 cửa,5 chỗ
Xe Mercedes Benz C class C200 Avantgarde Plus	2022,1 Tỷ 299 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"18,000 Km",RFD - Dẫn động cầu sau,Xanh,Đen,4 cửa,5 chỗ
Xe Mercedes Benz C class C300 AMG	2023,1 Tỷ 739 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"19,777 Km",RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2023,2 Tỷ 279 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Hybrid 2.0 L,SUV,Số tự động,"29,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLC 200	2021,1 Tỷ 279 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 2.0 L,SUV,Số tự động,"45,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,5 chỗ
Xe Mercedes Benz S class S450 Luxury	2021,3 Tỷ 899 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2021,Nhập khẩu,Xăng 3.0 L,Sedan,Số tự động,"46,400 Km",RFD - Dẫn động cầu sau,Đen,Vàng,4 cửa,5 chỗ
Xe BMW X3 sDrive20i M Sport	2024,1 Tỷ 939 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2024,Trong nước,Xăng 2.0 L,SUV,Số tự động,"10,000 Km",RFD - Dẫn động cầu sau,Trắng,Đỏ,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2023,2 Tỷ 199 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Hybrid 2.0 L,SUV,Số tự động,"24,000 Km",AWD - 4 bánh toàn thời gian,Đỏ,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2021,1 Tỷ 579 Triệu,"55 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 2.0 L,SUV,Số tự động,"38,000 Km",AWD - 4 bánh toàn thời gian,Xanh,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Eco AWD	2023,579 Triệu,"Số 207 Quán Gánh, Văn Giáp, Thường Tín Hà Nội",Xe đã dùng,2023,Trong nước,Điện,SUV,Số tự động,"47,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,5 chỗ
Xe Mercedes Benz C class C200 Exclusive	2019,850 Triệu,"xã Tân Dương, huyện Thuỷ Nguyên Hải Phòng",Xe đã dùng,2019,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"58,000 Km",RFD - Dẫn động cầu sau,Trắng,Kem,4 cửa,5 chỗ
Xe Ford Territory Titanium X 1.5 AT	2025,856 Triệu,Số 105 Láng Hạ Hà Nội,Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Volkswagen Tiguan Allspace Luxury	2019,938 Triệu,"Số 4 Đào Trí, Phường Phú Mỹ TP HCM",Xe đã dùng,2019,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"25,399 Km",AWD - 4 bánh toàn thời gian,Đỏ,Đen,5 cửa,7 chỗ
Xe Mercedes Benz S class S500L	2015,1 Tỷ 299 Triệu,"58 - 60 Phan Khiêm Ích, p. Tân Phong, Quận 7 TP HCM",Xe đã dùng,2015,Trong nước,Xăng 4.7 L,Sedan,Số tự động,-,RFD - Dẫn động cầu sau,Đen,Nâu,4 cửa,5 chỗ
Xe Ford Territory Titanium X 1.5 AT	2025,816 Triệu,Thành Phố Hà Nội Hà Nội,Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Nhiều màu,5 cửa,5 chỗ
Xe Ford Everest Titanium Plus 2.0L 4x4 AT	2025,1 Tỷ 318 Triệu,Thành Phố Hà Nội Hà Nội,Xe mới,2025,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,-,4WD - Dẫn động 4 bánh,Đen,-,5 cửa,7 chỗ
Xe Ford Ranger Raptor 2.0L 4x4 AT	2025,1 Tỷ 306 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe mới,2025,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,-,4WD - Dẫn động 4 bánh,Xanh,Đen,4 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2022,1 Tỷ 135 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2022,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"47,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,5 cửa,7 chỗ
Xe Ford Mustang EcoBoost Fastback	2018,1 Tỷ 789 Triệu,"Nghĩa Tân, Cầu Giấy Hà Nội",Xe đã dùng,2018,Nhập khẩu,Xăng 2.3 L,Coupe,Số tự động,"48,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,2 cửa,4 chỗ
Xe Ford Tourneo Titanium 2.0 AT	2019,655 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2019,Trong nước,Xăng 2.0 L,Van/Minivan,Số tự động,"52,600 Km",FWD - Dẫn động cầu trước,Bạc,Xám,5 cửa,7 chỗ
Xe Ford Ranger Raptor 2.0L 4x4 AT	2021,995 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2021,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,"63,000 Km",4WD - Dẫn động 4 bánh,Đen,Đen,4 cửa,5 chỗ
Xe LandRover Range Rover Evoque Prestige	2015,639 Triệu,"Nghĩa Tân, Cầu Giấy Hà Nội",Xe đã dùng,2015,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"118,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,5 chỗ
Xe Ford Explorer Limited 2.3L EcoBoost	2022,1 Tỷ 850 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2022,Nhập khẩu,Xăng 2.3 L,SUV,Số tự động,"10,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,7 chỗ
Xe Suzuki Swift 1.4 AT	2017,339 Triệu,"Số 835 Quốc Lộ 20, TT.Liên Nghĩa, H. Đức Trọng Lâm Đồng",Xe đã dùng,2017,Trong nước,Xăng 1.4 L,Hatchback,Số tự động,"81,000 Km",FWD - Dẫn động cầu trước,Xanh,Nhiều màu,5 cửa,5 chỗ
Xe Mercedes Benz C class C250 Exclusive	2016,579 Triệu,"Nghĩa Tân, Cầu Giấy Hà Nội",Xe đã dùng,2016,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"90,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,4 cửa,5 chỗ
Xe Ford Everest Ambiente 2.0L 4x2 AT	2024,1 Tỷ 52 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2024,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"12,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Toyota Innova 2.0E	2017,428 Triệu,"Số 835 Quốc Lộ 20, TT.Liên Nghĩa, H. Đức Trọng Lâm Đồng",Xe đã dùng,2017,Trong nước,Xăng 2.0 L,Crossover,Số tay,"94,000 Km",RFD - Dẫn động cầu sau,Bạc,Đen,5 cửa,8 chỗ
Xe Ford Ranger XLS 2.0L 4x2 AT	2022,600 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2022,Trong nước,Dầu 2.0 L,Bán tải / Pickup,Số tự động,"70,900 Km",RFD - Dẫn động cầu sau,Xanh,Đen,4 cửa,5 chỗ
Xe VinFast Lux SA 2.0 Plus 2.0 AT	2021,590 Triệu,"56 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 2.0 L,SUV,Số tự động,"750,000 Km",RFD - Dẫn động cầu sau,Đỏ,-,5 cửa,7 chỗ
Xe Ford Transit Tiêu chuẩn	2024,698 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2024,Trong nước,Dầu 2.2 L,Van/Minivan,Số tay,"80,000 Km",RFD - Dẫn động cầu sau,Trắng,Nhiều màu,4 cửa,16 chỗ
Xe Suzuki Swift GLX 1.2 AT	2018,395 Triệu,"Đường mới thị trấn Quỳnh Côi ( 396b), Quỳnh Phụ Thái Bình",Xe đã dùng,2018,Nhập khẩu,Xăng 1.2 L,Hatchback,Số tự động,"65,000 Km",FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Ford Explorer Limited 2.3L EcoBoost	2021,1 Tỷ 558 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2021,Nhập khẩu,Xăng 2.3 L,SUV,Số tự động,"76,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Mercedes Benz G class G63 AMG	2022,9 Tỷ 889 Triệu,"Số 3 - 5 Nguyễn Văn Linh, Long Biên Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 4.0 L,SUV,Số tự động,"5,400 Km",AWD - 4 bánh toàn thời gian,Xanh,Đen,5 cửa,5 chỗ
Xe Ford EcoSport Titanium 1.5L AT	2018,445 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2018,Trong nước,Xăng 1.5 L,SUV,Số tự động,"12,600 Km",FWD - Dẫn động cầu trước,Đồng,Đen,5 cửa,5 chỗ
Xe Ford Territory Titanium X 1.5 AT	2025,904 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2023,1 Tỷ 160 Triệu,"161f Dạ Nam, Phường Chánh Hưng, Tphcm TP HCM",Xe đã dùng,2023,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"51,000 Km",RFD - Dẫn động cầu sau,Cam,Đen,5 cửa,7 chỗ
Xe Chevrolet Spark Duo Van 1.2 MT	2018,117 Triệu,"276 Nguyễn Xiển, Thanh Xuân Hà Nội",Xe đã dùng,2018,Trong nước,Xăng 1.2 L,Van/Minivan,Số tay,"70,000 Km",FWD - Dẫn động cầu trước,Trắng,Nhiều màu,5 cửa,2 chỗ
Xe Toyota Veloz Cross Top 1.5 CVT	2023,545 Triệu,"276 Nguyễn Xiển, Thanh Xuân Hà Nội",Xe đã dùng,2023,Trong nước,Xăng 1.5 L,SUV,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,7 chỗ
Xe Hyundai Tucson 2.0 AT Đặc biệt	2022,784 Triệu,Cầu giấy Hà Nội,Xe đã dùng,2022,Trong nước,Xăng 2.0 L,Crossover,Số tự động,"40,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
